society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Aa1,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,EA066,1,Absence of distinctions,1950,Nyai Nyae region,
Aa2,Dorobo,xd2,okie1245,Okiek,Nilotic,EA066,1,Absence of distinctions,1920,with special reference to Central Dorobo,
Aa4,Bergdama,xd4,dama1270,Damara,Khoe-Kwadi,EA066,1,Absence of distinctions,1920,,
Aa5,Mbuti,xd5,bila1255,Bila,Atlantic-Congo,EA066,1,Absence of distinctions,1930,"Epulu net-hunters, Ituri forest",
Aa6,Sandawe,xd6,sand1273,Sandawe,,EA066,1,Absence of distinctions,1920,,
Aa7,Naron,xd7,naro1249,Naro,Khoe-Kwadi,EA066,1,Absence of distinctions,1910,,
Aa8,/Xam,xd8,xamm1241,/Xam,Tuu,EA066,1,Absence of distinctions,1850,,
Aa9,Hadza,xd9,hadz1240,Hadza,,EA066,1,Absence of distinctions,1910,Hatsa Kindiga Tribe,
Ab21a,Kisama,xd23,sama1300,Sama,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ac10,Chewa,xd34,chew1246,Chewa,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ac11,Luvale,xd35,luva1239,Luvale,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ac13,Tonga,xd37,tong1321,Tonga (Nyasa),Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Ac15,Mbala,xd39,mbal1257,Mbala,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ac24,Sakata,xd49,saka1287,Sakata,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ac25,Songo,xd50,song1299,Nsong,Atlantic-Congo,EA066,1,Absence of distinctions,1930,with reference to the tribe of this name on the Luniunga and Gobari rivers,
Ac26,Yanzi,xd51,yans1239,Yansi,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ac27,Luchazi,xd52,luch1239,Luchazi,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ac30,Plateau Tonga,xd56,tong1318,Tonga (Zambia),Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Ac32,Kaonde,xd58,kaon1241,Kaonde,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ac37,Kunda,xd63,kund1255,Chikunda,Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Ac38,Nyanja,xd64,nucl1395,Nuclear Nyanja,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ac39,Nyasa,xd65,mwer1247,Mwera (Nyasa),Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ac40,Sena,xd67,nucl1396,Sena,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ac41,Makonde,xd68,mako1251,Makonde,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ac42,Makua,xd69,makh1264,Makhuwa,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ac5,Lamba,xd71,lamb1271,Lamba,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ac7,Yao,xd73,yaoo1241,Yao,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ad1,Bajuni,xd76,baju1245,Bajuni,Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Ad12,Gusii,xd79,gusi1247,Gusii,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Ad13,Kiga,xd80,chig1238,Chiga,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ad14,Luguru,xd81,lugu1238,Luguru,Atlantic-Congo,EA066,1,Absence of distinctions,1930,Morogoro District,
Ad25,Rangi,xd93,lang1320,Langi,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ad26,Turu,xd94,nyat1246,Nyaturu,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ad27,Kwere,xd95,kwer1261,Kwere,Atlantic-Congo,EA066,1,Absence of distinctions,1880,,
Ad28,Zigula,xd96,zigu1242,Zigula,Atlantic-Congo,EA066,1,Absence of distinctions,1880,,
Ad32,Giriama,xd101,giry1241,Giryama,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ad33,Pokomo,xd102,poko1261,Pokomo,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ad35,Meru,xd104,kiku1240,Kikuyu,Atlantic-Congo,EA066,1,Absence of distinctions,1940,"To be distinguished from the tribe of the same name on the southeast slope f Mt. Mero, who are a branch of the Chagga",
Ad37,Teita,xd106,tait1250,Taita,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Ad38,Kara,xd107,kara1481,Kara (Tanzania),Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ad44,Konjo,xd114,konz1239,Konzo,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ad50,Kaguru,xd121,kagu1239,Kagulu,Atlantic-Congo,EA066,1,Absence of distinctions,1900,with special reference to the Mountain Kaguru,
Ad51,Ngulu,xd122,ngul1246,Ngulu,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ad6,Nyakyusa,xd123,nyak1261,Nyakyusa,Atlantic-Congo,EA066,1,Absence of distinctions,1930,Age villages of Mwaya and Masoko,
Ae1,Amba,xd127,amba1263,Amba (Uganda),Atlantic-Congo,EA066,1,Absence of distinctions,1950,with special reference to those of Bwamba in Uganda,
Ae11,Songola,xd129,song1300,Songoora,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae17,Rega,xd135,lega1249,Lega-Shabunda,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae21,Kela,xd140,yela1238,Yela-Kela,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae22,Kutsu,xd141,kusu1252,Kusu,Atlantic-Congo,EA066,1,Absence of distinctions,1900,with special reference to the Bankutu,
Ae23,Lalia,xd142,ngan1302,Ngando-Lalia,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ae24,Mongo,xd143,long1393,Longo (Democratic Republic of Congo),Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae29,Poto,xd148,luse1252,Lusengo,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae30,Bira,xd150,bila1255,Bila,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae31,Budu,xd151,budu1250,Budu,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae32,Kumu,xd152,komo1260,Komo (Democratic Republic of Congo),Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae33,Ndaka Babali,xd153,bali1274,Bali (Democratic Republic of Congo),Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae34,Plains Bira,xd154,bera1259,Bera,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae35,Rumbi,xd155,lomb1254,Lombi,Central Sudanic,EA066,1,Absence of distinctions,1900,,
Ae36,Bombesa,xd156,mbes1238,Mbesa,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae37,Budja,xd157,budz1238,Budza,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ae38,Ndoko,xd158,doko1244,Doko (Democratic Republic of Congo),Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae39,Ngombe,xd159,binj1250,Binja,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ae4,Nkundo,xd160,nkun1238,Nkundo,Atlantic-Congo,EA066,1,Absence of distinctions,1930,Ilanga group,
Ae41,Kota,xd162,ndas1238,Ndasa,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Ae42,Ngumba,xd163,kwas1243,Kwasio,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae43,Sanga,xd164,bomw1238,Bomwali,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae45,Kundu,xd166,orok1266,Oroko,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae47,Puku,xd168,bata1285,Batanga,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ae48,Bafia,xd169,bafi1243,Bafia,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ae51,Banen,xd173,tune1261,Tunen,Atlantic-Congo,EA066,1,Absence of distinctions,1940,Ndiki subtribe,
Ae59,Widikum,xd181,meta1238,Meta',Atlantic-Congo,EA066,1,Absence of distinctions,1950,with special reference to the Ngie subtribe,
Ae7,Baboa,xd183,bwaa1238,Bwa,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Af10,Igbo,xd187,nucl1417,Igbo,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Af11,Toma,xd188,toma1245,Toma,Mande,EA066,1,Absence of distinctions,1920,,
Af16,Banyang,xd193,keny1279,Kenyang,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Af2,Kissi,xd197,nort2765,Northern Kissi,Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Af29,Idoma,xd207,idom1241,Idoma,Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Af31,Koro,xd210,ashe1269,Ashe,Atlantic-Congo,EA066,1,Absence of distinctions,1960,with special reference to the Lafia,
Af37,Buem,xd216,siwu1238,Siwu,Atlantic-Congo,EA066,1,Absence of distinctions,1900,with special reference to the Akpafu,
Af4,Yako,xd219,loka1252,Lokaa,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Af44,Alagya,xd224,alla1248,Alladian,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Af45,Avikam,xd225,avik1243,Avikam,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Af47,Krahn,xd227,west2488,Western Krahn,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Af49,Sapo,xd229,sapo1251,Sapo,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Af51,Gagu,xd232,gagu1242,Gban,Mande,EA066,1,Absence of distinctions,1920,,
Af54,Gbande,xd235,band1352,Bandi,Mande,EA066,1,Absence of distinctions,1930,,
Af7,Bete,xd241,dalo1238,Daloa Bété,Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Af9,Baule,xd243,baou1238,Baoulé,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ag10,Konkomba,xd245,konk1269,Konkomba,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Ag11,Lobi,xd246,lobi1245,Lobi,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag12,Nankanse,xd247,nank1249,Nankana,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag14,Baga,xd249,mbul1258,Mbulungish,Atlantic-Congo,EA066,1,Absence of distinctions,1950,,
Ag15,Balanta,xd250,bala1301,Balanta-Kentohe,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag16,Banyun,xd251,bain1259,Bainounk-Gujaher,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag18,Bijogo,xd253,bidy1244,Kangaki-Kagbaaga-Kajoko Bidyogo,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag19,Diola,xd254,ejam1238,Ejamat,Atlantic-Congo,EA066,1,Absence of distinctions,1930,with special reference to the Felup,
Ag20,Papel,xd256,pape1239,Papel,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag21,Bassari,xd257,bass1258,Bassari-Tanda,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag30,Bobo,xd267,nort2819,Northern Bobo Madaré,Mande,EA066,1,Absence of distinctions,1910,,
Ag31,Minianka,xd268,mama1271,Mamara Senoufo,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag32,Senufo,xd269,ceba1235,Cebaara Senoufo,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ag34,Dorosie,xd271,dogo1295,Dogosé,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag35,Kulango,xd272,boun1243,Bouna Kulango,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag37,Awuna,xd274,awun1244,Awuna,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag38,Builsa,xd275,buli1254,Buli (Ghana),Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag39,Dagara,xd276,sout2789,Central Dagaare,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag41,Kusasi,xd279,kusa1250,Kusaal,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ag42,Nunuma,xd280,sout2795,Southern Nuni,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag48,Basari,xd286,ntch1242,Ntcham,Atlantic-Congo,EA066,1,Absence of distinctions,1890,,
Ag49,Kabre,xd287,kabi1261,Kabiyé,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag5,Birifor,xd288,sout2790,Southern Birifor,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ag50,Moba,xd289,moba1244,Moba,Atlantic-Congo,EA066,1,Absence of distinctions,1910,,
Ag51,Somba,xd290,dita1238,Ditammari,Atlantic-Congo,EA066,1,Absence of distinctions,1940,,
Ag54,Yalunka,xd293,yalu1240,Yalunka,Mande,EA066,1,Absence of distinctions,1910,,
Ag7,Bozo,xd295,tiey1235,Tiéyaxo Bozo,Mande,EA066,1,Absence of distinctions,1930,,
Ag8,Coniagui,xd296,wame1240,Wamey,Atlantic-Congo,EA066,1,Absence of distinctions,1910,with special reference to the Coniagui,
Ah1,Katab,xd298,kata1265,Katab,Atlantic-Congo,EA066,1,Absence of distinctions,1930,Zaria Province,
Ah10,Chawai,xd299,atsa1241,Atsam,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ah13,Dakakari,xd302,clel1238,C'lela,Atlantic-Congo,EA066,1,Absence of distinctions,1930,with special reference to the Liliwa,
Ah14,Kamuku,xd303,cind1241,Yara,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ah19,Adara,xd308,kada1284,Kadara,Atlantic-Congo,EA066,1,Absence of distinctions,1930,,
Ah20,Kagoro,xd310,kago1246,Kagoro (Nigeria),Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
Ah22,Yergum,xd312,taro1263,Tarok,Atlantic-Congo,EA066,1,Absence of distinctions,1900,,
Ah24,Kentu,xd314,etky1238,Etkywan,Atlantic-Congo,EA066,1,Absence of distinctions,1920,,
